DISTRITO FEDERAL,DISTRITO LOCAL,REGIÓN,MUNICIPIO,,POLÍGONO,SECCIÓN,LNOM,META,COMPROMISOS,AVANCE,DETECTADOS,OTROS,PORCENTAJE,EFECTIVIDAD
6,11,R3,GUANAJUATO,,30_3215_6_03,438_56_897902,696,348,174,174,58,39,2.2989,-65.9574
6,11,R3,GUANAJUATO,,30_3215_7_03,438_56_898902,542,271,135.5,135.5,45.16666667,163,6.6421,-80.1105
6,11,R3,GUANAJUATO,,30_3215_7_03,438_56_899902,1014,507,253.5,253.5,84.5,456,9.6647,-80.5941
6,11,R3,GUANAJUATO,,30_3215_7_03,438_56_900902,1242,621,310.5,310.5,103.5,293,5.9581,-77.5758
6,11,R3,GUANAJUATO,,30_3215_8_03,438_56_901902,648,324,162,162,54,76,8.0247,-49.0196
6,11,R3,GUANAJUATO,,30_3215_9_03,438_56_902902,752,376,188,188,62.66666667,169,11.9681,-57.9439
6,11,R3,GUANAJUATO,,30_3215_8_03,438_56_903902,482,241,120.5,120.5,40.16666667,86,9.9585,-56.3636
6,11,R3,GUANAJUATO,,30_3215_9_03,438_56_904902,544,272,136,136,45.33333333,177,33.4559,-32.0896
6,11,R3,GUANAJUATO,,30_3215_9_03,438_56_905902,496,248,124,124,41.33333333,145,2.8226,-90.7895
6,11,R3,GUANAJUATO,,30_3215_9_03,438_56_906902,342,171,85.5,85.5,28.5,57,7.0175,-65.2174
6,11,R3,GUANAJUATO,,30_3215_8_03,438_56_907902,596,298,149,149,49.66666667,127,3.0201,-86.7647
6,11,R3,GUANAJUATO,,30_3215_8_03,438_56_908902,726,363,181.5,181.5,60.5,218,10.7438,-69.6498
6,11,R3,GUANAJUATO,,30_3215_9_03,438_56_909902,1052,526,263,263,87.66666667,188,7.0342,-67.1111
6,11,R3,GUANAJUATO,,30_3215_9_03,438_56_910902,810,405,202.5,202.5,67.5,0,0,0
6,11,R3,GUANAJUATO,,30_3215_9_03,438_56_911902,492,246,123,123,41,0,0,0
6,11,R3,GUANAJUATO,,30_3215_8_03,438_56_912902,1170,585,292.5,292.5,97.5,0,0,0
6,11,R3,GUANAJUATO,,30_3215_8_03,438_56_913902,612,306,153,153,51,89,5.2288,-69.5238
6,11,R3,GUANAJUATO,,30_3215_8_03,438_56_914902,940,470,235,235,78.33333333,273,7.234,-77.8502
6,11,R3,GUANAJUATO,,30_3215_5_03,438_56_915902,902,451,225.5,225.5,75.16666667,295,5.3215,-84.953
6,11,R3,GUANAJUATO,,30_3215_7_03,438_56_3169902,1518,759,,,,,,
6,11,R3,GUANAJUATO,,30_3215_7_03,438_56_3170902,1070,535,1,0,0,0,0,0
6,11,R3,GUANAJUATO,,30_3215_7_03,438_56_3171902,2556,1278,2,317,0,317,0,-100
6,11,R3,GUANAJUATO,,30_3215_7_03,438_56_3172902,1934,967,3,71,0,71,0,-100
6,11,R3,GUANAJUATO,,30_3215_7_03,438_56_3173902,2484,1242,4,565,0,565,0,-100
6,11,R3,GUANAJUATO,,30_3215_7_03,438_56_3174902,2658,1329,5,593,2,591,0.1505,-99.3255
6,11,R3,GUANAJUATO,,30_3215_7_03,438_56_3175902,2650,1325,3,37,0,37,0,-100
6,11,R3,GUANAJUATO,,30_3215_7_03,438_56_3176902,368,184,,,,,,
6,11,R3,GUANAJUATO,,30_3215_7_03,438_56_3177902,1656,828,4,561,2,559,0.2415,-99.287
6,11,R3,GUANAJUATO,,30_3215_7_03,438_56_3178902,1056,528,3,32,0,32,0,-100
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_10_03,438_56_141902,1880,940,470,470,156.6666667,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_4_03,438_56_142902,394,197,98.5,98.5,32.83333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_3_03,438_56_143902,600,300,150,150,50,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_3_03,438_56_144902,444,222,111,111,37,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_3_03,438_56_145902,1942,971,485.5,485.5,161.8333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_1_03,438_56_146902,736,368,184,184,61.33333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_1_03,438_56_147902,360,180,90,90,30,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_1_03,438_56_148902,296,148,74,74,24.66666667,33,0.6757,-94.1176
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_1_03,438_56_149902,358,179,89.5,89.5,29.83333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_1_03,438_56_150902,310,155,77.5,77.5,25.83333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_1_03,438_56_151902,210,105,52.5,52.5,17.5,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_1_03,438_56_152902,316,158,79,79,26.33333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_1_03,438_56_153902,320,160,80,80,26.66666667,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_1_03,438_56_154902,464,232,116,116,38.66666667,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_1_03,438_56_155902,786,393,196.5,196.5,65.5,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_3_03,438_56_156902,1180,590,295,295,98.33333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_3_03,438_56_157902,1592,796,398,398,132.6666667,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_2_03,438_56_158902,686,343,171.5,171.5,57.16666667,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_1_03,438_56_159902,386,193,96.5,96.5,32.16666667,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_2_03,438_56_160902,332,166,83,83,27.66666667,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_2_03,438_56_161902,178,89,44.5,44.5,14.83333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_2_03,438_56_162902,138,69,34.5,34.5,11.5,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_4_03,438_56_163902,244,122,61,61,20.33333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_4_03,438_56_164902,1420,710,355,355,118.3333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_4_03,438_56_165902,404,202,101,101,33.66666667,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_2_03,438_56_166902,134,67,33.5,33.5,11.16666667,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_2_03,438_56_167902,164,82,41,41,13.66666667,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_2_03,438_56_168902,468,234,117,117,39,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_2_03,438_56_169902,512,256,128,128,42.66666667,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_2_03,438_56_170902,266,133,66.5,66.5,22.16666667,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_4_03,438_56_171902,430,215,107.5,107.5,35.83333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_4_03,438_56_172902,1198,599,299.5,299.5,99.83333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_4_03,438_56_173902,1180,590,295,295,98.33333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_2_03,438_56_174902,400,200,100,100,33.33333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_4_03,438_56_175902,1004,502,251,251,83.66666667,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_3_03,438_56_176902,676,338,169,169,56.33333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_5_03,438_56_177902,1114,557,278.5,278.5,92.83333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_5_03,438_56_178902,264,132,66,66,22,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_5_03,438_56_179902,616,308,154,154,51.33333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_5_03,438_56_180902,630,315,157.5,157.5,52.5,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_5_03,438_56_181902,352,176,88,88,29.33333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_5_03,438_56_182902,376,188,94,94,31.33333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_6_03,438_56_183902,570,285,142.5,142.5,47.5,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_6_03,438_56_184902,462,231,115.5,115.5,38.5,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_9_03,438_56_228902,264,132,66,66,22,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_9_03,438_56_229902,366,183,91.5,91.5,30.5,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_9_03,438_56_230902,396,198,99,99,33,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_9_03,438_56_231902,230,115,57.5,57.5,19.16666667,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_9_03,438_56_232902,102,51,25.5,25.5,8.5,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_9_03,438_56_233902,540,270,135,135,45,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_9_03,438_56_234902,206,103,51.5,51.5,17.16666667,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_9_03,438_56_235902,486,243,121.5,121.5,40.5,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_9_03,438_56_236902,780,390,195,195,65,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_9_03,438_56_237902,164,82,41,41,13.66666667,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_8_03,438_56_238902,558,279,139.5,139.5,46.5,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_8_03,438_56_239902,168,84,42,42,14,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_8_03,438_56_240902,78,39,19.5,19.5,6.5,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_8_03,438_56_241902,210,105,52.5,52.5,17.5,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_8_03,438_56_242902,334,167,83.5,83.5,27.83333333,0,0,0
4,12,R2,SAN MIGUEL DE ALLENDE,,30_323_8_03,438_56_243902,416,208,104,104,34.66666667,0,0,0
16,12,R6,APASEO EL GRANDE,,30_325_1_03,438_56_288902,1192,596,298,298,99.33333333,199,3.5235,-80.9091
16,12,R6,APASEO EL GRANDE,,30_325_1_03,438_56_289902,1078,539,269.5,269.5,89.83333333,131,3.525,-74.6667
16,12,R6,APASEO EL GRANDE,,30_325_1_03,438_56_290902,804,402,201,201,67,262,5.7214,-83.8596
16,12,R6,APASEO EL GRANDE,,30_325_2_03,438_56_291902,708,354,177,177,59,197,6.7797,-78.2805
16,12,R6,APASEO EL GRANDE,,30_325_2_03,438_56_292902,1244,622,311,311,103.6666667,0,0,0
16,12,R6,APASEO EL GRANDE,,30_325_2_03,438_56_293902,614,307,153.5,153.5,51.16666667,172,3.9088,-86.9565
16,12,R6,APASEO EL GRANDE,,30_325_1_03,438_56_294902,1452,726,363,363,121,1200,6.6116,-92.3077
16,12,R6,APASEO EL GRANDE,,30_325_2_03,438_56_295902,556,278,139,139,46.33333333,115,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_2_03,438_56_296902,584,292,146,146,48.66666667,30,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_2_03,438_56_297902,444,222,111,111,37,0,0,0
16,12,R6,APASEO EL GRANDE,,30_325_3_03,438_56_298902,306,153,76.5,76.5,25.5,133,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_3_03,438_56_299902,226,113,56.5,56.5,18.83333333,0,0,0
16,12,R6,APASEO EL GRANDE,,30_325_3_03,438_56_300902,352,176,88,88,29.33333333,153,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_3_03,438_56_301902,326,163,81.5,81.5,27.16666667,310,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_3_03,438_56_302902,826,413,206.5,206.5,68.83333333,336,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_3_03,438_56_303902,340,170,85,85,28.33333333,133,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_4_03,438_56_304902,634,317,158.5,158.5,52.83333333,369,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_4_03,438_56_305902,474,237,118.5,118.5,39.5,206,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_3_03,438_56_306902,180,90,45,45,15,26,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_3_03,438_56_307902,460,230,115,115,38.33333333,257,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_3_03,438_56_308902,184,92,46,46,15.33333333,0,0,0
16,12,R6,APASEO EL GRANDE,,30_325_3_03,438_56_309902,508,254,127,127,42.33333333,38,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_3_03,438_56_310902,250,125,62.5,62.5,20.83333333,0,0,0
16,12,R6,APASEO EL GRANDE,,30_325_3_03,438_56_311902,554,277,138.5,138.5,46.16666667,113,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_3_03,438_56_312902,190,95,47.5,47.5,15.83333333,161,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_3_03,438_56_313902,540,270,135,135,45,0,0,0
16,12,R6,APASEO EL GRANDE,,30_325_4_03,438_56_314902,542,271,135.5,135.5,45.16666667,0,0,0
16,12,R6,APASEO EL GRANDE,,30_325_4_03,438_56_315902,1360,680,340,340,113.3333333,275,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_4_03,438_56_316902,346,173,86.5,86.5,28.83333333,246,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_5_03,438_56_317902,422,211,105.5,105.5,35.16666667,100,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_5_03,438_56_318902,234,117,58.5,58.5,19.5,104,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_5_03,438_56_319902,520,260,130,130,43.33333333,73,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_5_03,438_56_320902,480,240,120,120,40,17,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_4_03,438_56_321902,284,142,71,71,23.66666667,209,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_4_03,438_56_322902,488,244,122,122,40.66666667,576,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_4_03,438_56_323902,498,249,124.5,124.5,41.5,73,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_5_03,438_56_324902,620,310,155,155,51.66666667,67,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_4_03,438_56_325902,240,120,60,60,20,98,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_4_03,438_56_326902,536,268,134,134,44.66666667,155,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_4_03,438_56_327902,426,213,106.5,106.5,35.5,178,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_4_03,438_56_328902,648,324,162,162,54,114,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_4_03,438_56_329902,396,198,99,99,33,203,0,-100
16,12,R6,APASEO EL GRANDE,,30_325_4_03,438_56_330902,536,268,134,134,44.66666667,394,0,-100
9,13,R4,CD MANUEL DOBLADO,,30_328_2_03,438_56_567902,856,428,214,214,71.33333333,340,13.3178,-71.2846
9,13,R4,CD MANUEL DOBLADO,,30_328_2_03,438_56_568902,610,305,152.5,152.5,50.83333333,335,12.7869,-79.1444
9,13,R4,CD MANUEL DOBLADO,,30_328_1_03,438_56_569902,438,219,109.5,109.5,36.5,155,16.4384,-62.3037
9,13,R4,CD MANUEL DOBLADO,,30_328_1_03,438_56_570902,530,265,132.5,132.5,44.16666667,89,0.3774,-97.7778
9,13,R4,CD MANUEL DOBLADO,,30_328_1_03,438_56_571902,810,405,202.5,202.5,67.5,275,10.3704,-73.5016
9,13,R4,CD MANUEL DOBLADO,,30_328_1_03,438_56_572902,546,273,136.5,136.5,45.5,336,20.8791,-70.9924
9,13,R4,CD MANUEL DOBLADO,,30_328_3_03,438_56_598902,72,36,18,18,6,0,0,0
9,13,R4,CD MANUEL DOBLADO,,30_328_3_03,438_56_599902,122,61,30.5,30.5,10.16666667,0,0,0
9,13,R4,CD MANUEL DOBLADO,,30_328_2_03,438_56_600902,126,63,31.5,31.5,10.5,41,7.9365,-78.2609
9,13,R4,CD MANUEL DOBLADO,,30_328_2_03,438_56_601902,436,218,109,109,36.33333333,137,14.6789,-62.1302
9,13,R4,CD MANUEL DOBLADO,,30_328_3_03,438_56_602902,130,65,32.5,32.5,10.83333333,96,16.9231,-79.4393
9,13,R4,CD MANUEL DOBLADO,,30_328_3_03,438_56_603902,404,202,101,101,33.66666667,73,6.9307,-67.8161
9,13,R4,CD MANUEL DOBLADO,,30_328_3_03,438_56_604902,622,311,155.5,155.5,51.83333333,0,0,0
9,13,R4,CD MANUEL DOBLADO,,30_328_3_03,438_56_605902,24,12,6,6,2,46,0,-100
9,13,R4,CD MANUEL DOBLADO,,30_328_3_03,438_56_606902,392,196,98,98,32.66666667,0,0,0
9,13,R4,CD MANUEL DOBLADO,,30_328_3_03,438_56_607902,120,60,30,30,10,0,0,0
9,13,R4,CD MANUEL DOBLADO,,30_328_3_03,438_56_608902,64,32,16,16,5.333333333,0,0,0
15,13,R4,CUERÁMARO,,30_3212_1_03,438_56_717902,544,272,136,136,45.33333333,0,0,0
15,13,R4,CUERÁMARO,,30_3212_1_03,438_56_718902,526,263,131.5,131.5,43.83333333,0,0,0
15,13,R4,CUERÁMARO,,30_3212_1_03,438_56_719902,346,173,86.5,86.5,28.83333333,0,0,0
15,13,R4,CUERÁMARO,,30_3212_1_03,438_56_720902,666,333,166.5,166.5,55.5,0,0,0
15,13,R4,CUERÁMARO,,30_3212_1_03,438_56_721902,332,166,83,83,27.66666667,75,17.4699,-44.2308
15,13,R4,CUERÁMARO,,30_3212_1_03,438_56_722902,514,257,128.5,128.5,42.83333333,82,13.6187,-40.1709
15,13,R4,CUERÁMARO,,30_3212_1_03,438_56_723902,578,289,144.5,144.5,48.16666667,83,11.0727,-44.3478
15,13,R4,CUERÁMARO,,30_3212_1_03,438_56_724902,798,399,199.5,199.5,66.5,0,0,0
15,13,R4,CUERÁMARO,,30_3212_1_03,438_56_725902,1280,640,320,320,106.6666667,115,2.6563,-74.2424
15,13,R4,CUERÁMARO,,30_3212_1_03,438_56_726902,938,469,234.5,234.5,78.16666667,122,10.661,-41.8605
15,13,R4,CUERÁMARO,,30_3212_2_03,438_56_727902,380,190,95,95,31.66666667,55,7.3684,-59.4203
15,13,R4,CUERÁMARO,,30_3212_2_03,438_56_728902,492,246,123,123,41,0,0,0
15,13,R4,CUERÁMARO,,30_3212_2_03,438_56_729902,404,202,101,101,33.66666667,44,8.9109,-41.9355
15,13,R4,CUERÁMARO,,30_3212_2_03,438_56_730902,100,50,25,25,8.333333333,0,0,0
15,13,R4,CUERÁMARO,,30_3212_2_03,438_56_731902,572,286,143,143,47.66666667,41,5.5944,-43.8596
15,13,R4,CUERÁMARO,,30_3212_2_03,438_56_732902,434,217,108.5,108.5,36.16666667,15,2.765,-42.8571
15,13,R4,CUERÁMARO,,30_3212_2_03,438_56_733902,286,143,71.5,71.5,23.83333333,36,8.3916,-50
15,13,R4,CUERÁMARO,,30_3212_2_03,438_56_734902,244,122,61,61,20.33333333,31,6.5574,-58.9744
15,13,R4,CUERÁMARO,,30_3212_2_03,438_56_736902,950,475,237.5,237.5,79.16666667,0,0,0
15,13,R4,CUERÁMARO,,30_3212_2_03,438_56_737902,362,181,90.5,90.5,30.16666667,9,2.7624,-28.5714
15,13,R4,CUERÁMARO,,30_3212_2_03,438_56_738902,1158,579,289.5,289.5,96.5,0,0,0
15,13,R4,CUERÁMARO,,30_3212_2_03,438_56_739902,830,415,207.5,207.5,69.16666667,0,0,0
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_1_03,438_56_2034902,1812,906,118,12,0,12,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_1_03,438_56_2035902,2540,1270,151,15,3,12,0.2362,-60
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_1_03,438_56_2036902,4282,2141,470,45,3,42,0.1401,-86.6667
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_2_03,438_56_2037902,1056,528,77,5,0,5,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_2_03,438_56_2038902,1158,579,73,15,0,15,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_2_03,438_56_2039902,1688,844,133,5,0,5,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_2_03,438_56_2040902,518,259,41,4,0,4,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_2_03,438_56_2041902,1032,516,71,4,0,4,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_2_03,438_56_2042902,4554,2277,274,20,0,20,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_3_03,438_56_2043902,1262,631,167,13,0,13,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_3_03,438_56_2044902,2316,1158,227,30,0,30,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_3_03,438_56_2045902,1478,739,168,20,0,20,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_3_03,438_56_2046902,1254,627,130,16,0,16,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_3_03,438_56_2047902,632,316,125,12,0,12,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_3_03,438_56_2048902,924,462,55,12,0,12,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_3_03,438_56_2049902,860,430,73,12,0,12,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_4_03,438_56_2050902,802,401,18,14,0,14,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_4_03,438_56_2051902,692,346,12,13,0,13,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_4_03,438_56_2052902,1146,573,89,13,0,13,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_4_03,438_56_2053902,788,394,63,10,0,10,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_4_03,438_56_2054902,560,280,82,6,0,6,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_4_03,438_56_2055902,594,297,43,8,0,8,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_4_03,438_56_2056902,278,139,12,3,0,3,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_4_03,438_56_2057902,414,207,18,2,0,2,0,-100
9,13,R3,PURÍSIMA DEL RINCÓN,,30_3225_1_03,438_56_2058902,920,460,110,7,0,7,0,-100
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_6_03,438_56_2446902,232,116,6,0,0,0,0,0
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_1_03,438_56_2447902,2204,1102,178,1520,53,1467,4.8094,-93.0263
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_1_03,438_56_2448902,1300,650,78,687,24,663,3.6923,-93.0131
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_1_03,438_56_2449902,860,430,47,493,10,483,2.3256,-95.9432
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_2_03,438_56_2450902,696,348,45,137,3,134,0.8621,-95.6204
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_2_03,438_56_2451902,786,393,49,44,2,42,0.5089,-90.9091
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_1_03,438_56_2452902,636,318,44,35,3,32,0.9434,-82.8571
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_1_03,438_56_2453902,760,380,51,569,13,556,3.4211,-95.4306
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_1_03,438_56_2454902,998,499,99,726,28,698,5.6112,-92.2865
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_6_03,438_56_2455902,214,107,7,0,0,0,0,0
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_1_03,438_56_2456902,520,260,87,476,46,430,17.6923,-80.6723
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_2_03,438_56_2457902,700,350,67,175,5,170,1.4286,-94.2857
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_2_03,438_56_2458902,490,245,42,16,0,16,0,-100
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_2_03,438_56_2459902,818,409,82,0,0,0,0,0
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_2_03,438_56_2460902,518,259,55,336,8,328,3.0888,-95.2381
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_2_03,438_56_2461902,528,264,62,8,0,8,0,-100
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_2_03,438_56_2462902,458,229,37,0,0,0,0,0
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_2_03,438_56_2463902,734,367,73,0,0,0,0,0
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_2_03,438_56_2464902,368,184,58,270,14,256,7.6087,-89.6296
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_4_03,438_56_2465902,1078,539,196,732,55,677,10.2041,-84.9727
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_4_03,438_56_2466902,698,349,53,212,6,206,1.7192,-94.3396
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_4_03,438_56_2467902,404,202,45,75,2,73,0.9901,-94.6667
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_2_03,438_56_2468902,920,460,144,166,10,156,2.1739,-87.9518
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_2_03,438_56_2469902,1038,519,183,375,25,350,4.817,-86.6667
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_2_03,438_56_2470902,1516,758,134,418,16,402,2.1108,-92.3445
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_2_03,438_56_2471902,702,351,73,487,18,469,5.1282,-92.6078
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_3_03,438_56_2472902,498,249,88,287,11,276,4.4177,-92.3345
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_4_03,438_56_2473902,884,442,68,182,5,177,1.1312,-94.5055
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_4_03,438_56_2474902,1586,793,128,768,26,742,3.2787,-93.2292
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_4_03,438_56_2475902,2646,1323,355,1478,57,1421,4.3084,-92.2869
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_3_03,438_56_2476902,708,354,104,418,16,402,4.5198,-92.3445
9,13,R3,SAN FRANCISCO DEL RINCÓN,,30_3231_3_03,438_56_2477902,3530,1765,363,455,19,436,1.0765,-91.6484
