DISTRITO FEDERAL,DISTRITO LOCAL,REGIÓN,MUNICIPIO,,POLÍGONO,SECCIÓN,LNOM,META,COMPROMISOS,AVANCE,DETECTADOS,OTROS,PORCENTAJE,EFECTIVIDAD
9,21,R4,PÉNJAMO,,30_3223_3_03,438_56_1938902,110,55,18,34,3,31,5.4545,-82.3529
9,21,R4,PÉNJAMO,,30_3223_9_03,438_56_1939902,182,91,37,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_9_03,438_56_1940902,558,279,122,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_3_03,438_56_1941902,354,177,15,128,3,125,1.6949,-95.3125
9,21,R4,PÉNJAMO,,30_3223_3_03,438_56_1942902,582,291,100,113,13,100,4.4674,-76.9912
9,21,R4,PÉNJAMO,,30_3223_3_03,438_56_1943902,434,217,46,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_3_03,438_56_1944902,446,223,65,54,0,54,0,-100
9,21,R4,PÉNJAMO,,30_3223_9_03,438_56_1945902,374,187,54,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_9_03,438_56_1946902,144,72,40,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_9_03,438_56_1947902,826,413,116,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_3_03,438_56_1948902,664,332,26,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_3_03,438_56_1949902,520,260,35,45,0,45,0,-100
9,21,R4,PÉNJAMO,,30_3223_10_03,438_56_1950902,290,145,7,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_9_03,438_56_1951902,36,18,20,1,0,1,0,-100
9,21,R4,PÉNJAMO,,30_3223_3_03,438_56_1952902,552,276,20,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_9_03,438_56_1953902,202,101,86,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_3_03,438_56_1954902,612,306,50,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_3_03,438_56_1955902,372,186,47,182,2,180,1.0753,-97.8022
9,21,R4,PÉNJAMO,,30_3223_3_03,438_56_1956902,506,253,37,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_3_03,438_56_1957902,830,415,20,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_9_03,438_56_1958902,172,86,8,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_9_03,438_56_1959902,296,148,16,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_4_03,438_56_1960902,454,227,23,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_4_03,438_56_1961902,342,171,46,183,9,174,5.2632,-90.1639
9,21,R4,PÉNJAMO,,30_3223_9_03,438_56_1962902,970,485,76,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_9_03,438_56_1963902,952,476,31,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_4_03,438_56_1964902,624,312,143,198,22,176,7.0513,-77.7778
9,21,R4,PÉNJAMO,,30_3223_4_03,438_56_1965902,368,184,67,123,9,114,4.8913,-85.3659
9,21,R4,PÉNJAMO,,30_3223_6_03,438_56_2009902,428,214,49,64,3,61,1.4019,-90.625
9,21,R4,PÉNJAMO,,30_3223_5_03,438_56_2010902,256,128,14,41,0,41,0,-100
9,21,R4,PÉNJAMO,,30_3223_5_03,438_56_2011902,308,154,52,83,0,83,0,-100
9,21,R4,PÉNJAMO,,30_3223_5_03,438_56_2012902,286,143,22,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_5_03,438_56_2013902,298,149,52,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_6_03,438_56_2014902,276,138,62,68,5,63,3.6232,-85.2941
9,21,R4,PÉNJAMO,,30_3223_5_03,438_56_2015902,150,75,19,106,4,102,5.3333,-92.4528
9,21,R4,PÉNJAMO,,30_3223_5_03,438_56_2016902,254,127,28,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_6_03,438_56_2017902,472,236,73,162,6,156,2.5424,-92.5926
9,21,R4,PÉNJAMO,,30_3223_7_03,438_56_2018902,838,419,154,191,7,184,1.6706,-92.6702
9,21,R4,PÉNJAMO,,30_3223_7_03,438_56_2019902,402,201,32,79,4,75,1.99,-89.8734
9,21,R4,PÉNJAMO,,30_3223_5_03,438_56_2020902,400,200,15,92,5,87,2.5,-89.1304
9,21,R4,PÉNJAMO,,30_3223_5_03,438_56_2021902,242,121,60,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_6_03,438_56_2022902,148,74,45,89,8,81,10.8108,-82.0225
9,21,R4,PÉNJAMO,,30_3223_6_03,438_56_2023902,360,180,90,54,2,52,1.1111,-92.5926
9,21,R4,PÉNJAMO,,30_3223_6_03,438_56_2024902,400,200,123,72,6,66,3,-83.3333
9,21,R4,PÉNJAMO,,30_3223_6_03,438_56_2025902,638,319,104,42,8,34,2.5078,-61.9048
15,21,R4,PUEBLO NUEVO,,30_3224_1_03,438_56_2026902,816,408,302,973,98,875,24.0196,-79.8561
15,21,R4,PUEBLO NUEVO,,30_3224_1_03,438_56_2027902,348,174,123,233,23,210,13.2184,-80.2575
15,21,R4,PUEBLO NUEVO,,30_3224_1_03,438_56_2028902,460,230,153,459,39,420,16.9565,-83.0065
15,21,R4,PUEBLO NUEVO,,30_3224_1_03,438_56_2029902,852,426,376,646,66,580,15.493,-79.5666
15,21,R4,PUEBLO NUEVO,,30_3224_1_03,438_56_2030902,624,312,265,545,71,474,22.7564,-73.945
15,21,R4,PUEBLO NUEVO,,30_3224_1_03,438_56_2031902,616,308,192,523,65,458,21.1039,-75.1434
15,21,R4,PUEBLO NUEVO,,30_3224_1_03,438_56_2032902,340,170,75,269,13,256,7.6471,-90.3346
15,21,R4,PUEBLO NUEVO,,30_3224_1_03,438_56_2033902,202,101,60,299,20,279,19.802,-86.6221
12,22,R6,CORTÁZAR,,30_3211_1_03,438_56_662902,1014,507,253.5,253.5,84.5,156,1.7751,-89.0909
12,22,R6,CORTÁZAR,,30_3211_3_03,438_56_663902,490,245,122.5,122.5,40.83333333,90,2.449,-87.5
12,22,R6,CORTÁZAR,,30_3211_3_03,438_56_664902,572,286,143,143,47.66666667,139,3.1469,-87.8378
12,22,R6,CORTÁZAR,,30_3211_3_03,438_56_665902,332,166,83,83,27.66666667,246,7.2289,-90.6977
12,22,R6,CORTÁZAR,,30_3211_4_03,438_56_666902,696,348,174,174,58,417,4.8851,-92.1659
12,22,R6,CORTÁZAR,,30_3211_4_03,438_56_667902,746,373,186.5,186.5,62.16666667,195,4.5576,-83.9623
12,22,R6,CORTÁZAR,,30_3211_4_03,438_56_668902,1358,679,339.5,339.5,113.1666667,404,4.7128,-85.3211
12,22,R6,CORTÁZAR,,30_3211_3_03,438_56_669902,500,250,125,125,41.66666667,142,7.2,-77.5
12,22,R6,CORTÁZAR,,30_3211_3_03,438_56_670902,534,267,133.5,133.5,44.5,404,3.3708,-95.6416
12,22,R6,CORTÁZAR,,30_3211_3_03,438_56_671902,736,368,184,184,61.33333333,127,1.6304,-90.9774
12,22,R6,CORTÁZAR,,30_3211_1_03,438_56_672902,594,297,148.5,148.5,49.5,123,2.6936,-87.7863
12,22,R6,CORTÁZAR,,30_3211_2_03,438_56_673902,512,256,128,128,42.66666667,158,1.5625,-95.0617
12,22,R6,CORTÁZAR,,30_3211_2_03,438_56_674902,512,256,128,128,42.66666667,135,0.7813,-97.0803
12,22,R6,CORTÁZAR,,30_3211_3_03,438_56_675902,462,231,115.5,115.5,38.5,296,12.1212,-82.716
12,22,R6,CORTÁZAR,,30_3211_4_03,438_56_676902,1736,868,434,434,144.6666667,848,10.2535,-81.0032
12,22,R6,CORTÁZAR,,30_3211_3_03,438_56_677902,588,294,147,147,49,147,4.0816,-84.9057
12,22,R6,CORTÁZAR,,30_3211_3_03,438_56_678902,318,159,79.5,79.5,26.5,126,3.7736,-90.9091
12,22,R6,CORTÁZAR,,30_3211_2_03,438_56_679902,872,436,218,218,72.66666667,404,6.6514,-86.6051
12,22,R6,CORTÁZAR,,30_3211_2_03,438_56_680902,878,439,219.5,219.5,73.16666667,254,0,-100
12,22,R6,CORTÁZAR,,30_3211_2_03,438_56_681902,588,294,147,147,49,270,6.1224,-87.5
12,22,R6,CORTÁZAR,,30_3211_2_03,438_56_682902,492,246,123,123,41,209,8.1301,-82.5328
12,22,R6,CORTÁZAR,,30_3211_3_03,438_56_683902,618,309,154.5,154.5,51.5,161,3.2362,-88.3041
12,22,R6,CORTÁZAR,,30_3211_3_03,438_56_684902,890,445,222.5,222.5,74.16666667,384,6.9663,-85.0602
12,22,R6,CORTÁZAR,,30_3211_2_03,438_56_685902,476,238,119,119,39.66666667,177,4.2017,-89.3048
12,22,R6,CORTÁZAR,,30_3211_2_03,438_56_686902,1308,654,327,327,109,265,2.5994,-87.9433
12,22,R6,CORTÁZAR,,30_3211_4_03,438_56_687902,650,325,162.5,162.5,54.16666667,140,5.5385,-77.2152
12,22,R6,CORTÁZAR,,30_3211_4_03,438_56_688902,1022,511,255.5,255.5,85.16666667,344,9.7847,-74.6193
12,22,R6,CORTÁZAR,,30_3211_3_03,438_56_689902,662,331,165.5,165.5,55.16666667,281,10.2719,-78.4127
12,22,R6,CORTÁZAR,,30_3211_3_03,438_56_690902,684,342,171,171,57,222,4.6784,-86.5546
12,22,R6,CORTÁZAR,,30_3211_3_03,438_56_691902,1026,513,256.5,256.5,85.5,456,3.5088,-92.4051
12,22,R6,CORTÁZAR,,30_3211_4_03,438_56_692902,948,474,237,237,79,97,1.6878,-84.7619
12,22,R6,CORTÁZAR,,30_3211_5_03,438_56_693902,144,72,36,36,12,31,2.7778,-87.8788
12,22,R6,CORTÁZAR,,30_3211_5_03,438_56_694902,772,386,193,193,64.33333333,198,5.4404,-80.8219
12,22,R6,CORTÁZAR,,30_3211_5_03,438_56_695902,874,437,218.5,218.5,72.83333333,65,1.1442,-85.7143
12,22,R6,CORTÁZAR,,30_3211_5_03,438_56_696902,476,238,119,119,39.66666667,325,6.7227,-90.6158
12,22,R6,CORTÁZAR,,30_3211_5_03,438_56_697902,954,477,238.5,238.5,79.5,0,0,0
12,22,R6,CORTÁZAR,,30_3211_5_03,438_56_698902,648,324,162,162,54,48,0.9259,-88.2353
12,22,R6,CORTÁZAR,,30_3211_5_03,438_56_699902,804,402,201,201,67,441,8.9552,-84.9057
12,22,R6,CORTÁZAR,,30_3211_5_03,438_56_700902,558,279,139.5,139.5,46.5,513,7.5269,-92.1348
12,22,R6,CORTÁZAR,,30_3211_5_03,438_56_701902,586,293,146.5,146.5,48.83333333,265,5.4608,-88.6121
12,22,R6,CORTÁZAR,,30_3211_5_03,438_56_702902,382,191,95.5,95.5,31.83333333,133,3.6649,-90
12,22,R6,CORTÁZAR,,30_3211_5_03,438_56_703902,522,261,130.5,130.5,43.5,206,3.8314,-90.7407
12,22,R6,CORTÁZAR,,30_3211_5_03,438_56_704902,168,84,42,42,14,51,2.381,-92.4528
12,22,R6,CORTÁZAR,,30_3211_5_03,438_56_705902,962,481,240.5,240.5,80.16666667,283,0.6237,-97.9021
12,22,R6,CORTÁZAR,,30_3211_5_03,438_56_706902,254,127,63.5,63.5,21.16666667,93,1.5748,-95.7895
12,22,R6,CORTÁZAR,,30_3211_6_03,438_56_707902,298,149,74.5,74.5,24.83333333,98,9.396,-75
12,22,R6,CORTÁZAR,,30_3211_5_03,438_56_708902,536,268,134,134,44.66666667,0,0,0
12,22,R6,CORTÁZAR,,30_3211_6_03,438_56_709902,530,265,132.5,132.5,44.16666667,200,4.5283,-88.6792
12,22,R6,CORTÁZAR,,30_3211_6_03,438_56_710902,586,293,146.5,146.5,48.83333333,81,3.7543,-76.087
12,22,R6,CORTÁZAR,,30_3211_6_03,438_56_711902,216,108,54,54,18,0,0,0
12,22,R6,CORTÁZAR,,30_3211_6_03,438_56_712902,208,104,52,52,17.33333333,89,11.5385,-76.2376
12,22,R6,CORTÁZAR,,30_3211_6_03,438_56_713902,404,202,101,101,33.66666667,200,11.8812,-78.5714
12,22,R6,CORTÁZAR,,30_3211_6_03,438_56_714902,210,105,52.5,52.5,17.5,79,9.5238,-77.5281
12,22,R6,CORTÁZAR,,30_3211_6_03,438_56_715902,232,116,58,58,19.33333333,109,2.5862,-94.6429
12,22,R6,CORTÁZAR,,30_3211_6_03,438_56_716902,606,303,151.5,151.5,50.5,0,0,0
15,22,R5,JARAL DEL PROGRESO,,30_3218_2_03,438_56_1178902,1020,510,179,9,0,9,0,-100
15,22,R5,JARAL DEL PROGRESO,,30_3218_2_03,438_56_1179902,334,167,76,3,0,3,0,-100
15,22,R5,JARAL DEL PROGRESO,,30_3218_1_03,438_56_1180902,250,125,44,3,1,2,0.8,-33.3333
15,22,R5,JARAL DEL PROGRESO,,30_3218_1_03,438_56_1181902,152,76,9,3,0,3,0,-100
15,22,R5,JARAL DEL PROGRESO,,30_3218_1_03,438_56_1182902,570,285,75,4,0,4,0,-100
15,22,R5,JARAL DEL PROGRESO,,30_3218_1_03,438_56_1183902,1444,722,253,5,0,5,0,-100
15,22,R5,JARAL DEL PROGRESO,,30_3218_1_03,438_56_1184902,706,353,139,4,1,3,0.2833,-50
15,22,R5,JARAL DEL PROGRESO,,30_3218_1_03,438_56_1185902,552,276,88,6,0,6,0,-100
15,22,R5,JARAL DEL PROGRESO,,30_3218_1_03,438_56_1186902,552,276,106,7,1,6,0.3623,-71.4286
15,22,R5,JARAL DEL PROGRESO,,30_3218_1_03,438_56_1187902,628,314,134,14,1,13,0.3185,-85.7143
15,22,R5,JARAL DEL PROGRESO,,30_3218_1_03,438_56_1188902,810,405,97,4,0,4,0,-100
15,22,R5,JARAL DEL PROGRESO,,30_3218_2_03,438_56_1189902,716,358,87,1,0,1,0,-100
15,22,R5,JARAL DEL PROGRESO,,30_3218_2_03,438_56_1190902,628,314,64,2,0,2,0,-100
15,22,R5,JARAL DEL PROGRESO,,30_3218_2_03,438_56_1191902,876,438,63,0,0,0,0,0
15,22,R5,JARAL DEL PROGRESO,,30_3218_2_03,438_56_1192902,744,372,173,3,0,3,0,-100
15,22,R5,JARAL DEL PROGRESO,,30_3218_2_03,438_56_1193902,556,278,91,5,1,4,0.3597,-60
15,22,R5,JARAL DEL PROGRESO,,30_3218_3_03,438_56_1194902,378,189,57,8,0,8,0,-100
15,22,R5,JARAL DEL PROGRESO,,30_3218_3_03,438_56_1195902,690,345,114,8,0,8,0,-100
15,22,R5,JARAL DEL PROGRESO,,30_3218_3_03,438_56_1196902,548,274,127,8,2,6,0.7299,-50
15,22,R5,JARAL DEL PROGRESO,,30_3218_3_03,438_56_1197902,688,344,167,9,2,7,0.5814,-55.5556
15,22,R5,JARAL DEL PROGRESO,,30_3218_3_03,438_56_1198902,396,198,100,14,1,13,0.5051,-85.7143
15,22,R5,JARAL DEL PROGRESO,,30_3218_3_03,438_56_1199902,200,100,35,2,1,1,1,0
15,22,R5,JARAL DEL PROGRESO,,30_3218_3_03,438_56_1200902,170,85,34,1,0,1,0,-100
15,22,R5,JARAL DEL PROGRESO,,30_3218_3_03,438_56_1201902,240,120,36,0,0,0,0,0
15,22,R5,JARAL DEL PROGRESO,,30_3218_3_03,438_56_1202902,202,101,29,2,0,2,0,-100
15,22,R5,JARAL DEL PROGRESO,,30_3218_3_03,438_56_1203902,210,105,52,1,0,1,0,-100
15,22,R4,VALLE DE SANTIAGO,,30_3242_1_03,438_56_2816902,1624,812,618,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_1_03,438_56_2817902,436,218,107,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_1_03,438_56_2818902,440,220,110,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_1_03,438_56_2819902,718,359,233,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_4_03,438_56_2820902,338,169,84,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_4_03,438_56_2821902,338,169,87,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_4_03,438_56_2822902,294,147,89,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_4_03,438_56_2823902,430,215,116,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_1_03,438_56_2824902,558,279,234,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_1_03,438_56_2825902,526,263,131,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_1_03,438_56_2826902,448,224,83,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_3_03,438_56_2827902,452,226,150,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_2_03,438_56_2828902,424,212,133,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_2_03,438_56_2829902,426,213,100,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_2_03,438_56_2830902,396,198,118,63,1,62,0.5051,-96.8254
15,22,R4,VALLE DE SANTIAGO,,30_3242_2_03,438_56_2831902,366,183,86,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_4_03,438_56_2832902,404,202,73,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_4_03,438_56_2833902,694,347,56,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_4_03,438_56_2834902,374,187,75,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_4_03,438_56_2835902,600,300,275,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_4_03,438_56_2836902,380,190,75,0,0,0,0,0
15,22,R4,VALLE DE SANTIAGO,,30_3242_4_03,438_56_2837902,342,171,92,0,0,0,0,0
12,23,R5,MOROLEÓN,,30_3221_3_03,438_56_1879902,320,160,105,113,7,106,4.375,-87.6106
12,23,R5,MOROLEÓN,,30_3221_3_03,438_56_1880902,274,137,95,112,5,107,3.6496,-91.0714
12,23,R5,MOROLEÓN,,30_3221_2_03,438_56_1881902,130,65,74,93,0,93,0,-100
12,23,R5,MOROLEÓN,,30_3221_2_03,438_56_1882902,802,401,417,366,0,366,0,-100
12,23,R5,MOROLEÓN,,30_3221_3_03,438_56_1883902,402,201,74,113,0,113,0,-100
12,23,R5,MOROLEÓN,,30_3221_3_03,438_56_1884902,704,352,286,247,0,247,0,-100
12,23,R5,MOROLEÓN,,30_3221_3_03,438_56_1885902,570,285,101,210,0,210,0,-100
12,23,R5,MOROLEÓN,,30_3221_3_03,438_56_1886902,804,402,113,261,0,261,0,-100
12,23,R5,MOROLEÓN,,30_3221_4_03,438_56_1887902,114,57,29,26,0,26,0,-100
12,23,R5,MOROLEÓN,,30_3221_4_03,438_56_1888902,54,27,15,81,0,81,0,-100
12,23,R5,MOROLEÓN,,30_3221_4_03,438_56_1889902,246,123,105,0,0,0,0,0
12,23,R5,MOROLEÓN,,30_3221_4_03,438_56_1890902,634,317,192,695,0,695,0,-100
12,23,R5,MOROLEÓN,,30_3221_4_03,438_56_1891902,190,95,110,127,0,127,0,-100
12,23,R5,MOROLEÓN,,30_3221_4_03,438_56_1892902,404,202,148,12,0,12,0,-100
12,23,R5,MOROLEÓN,,30_3221_4_03,438_56_1893902,286,143,108,10,0,10,0,-100
12,23,R5,SALVATIERRA,,30_3228_3_03,438_56_2263902,706,353,281,456,53,403,15.0142,-76.7544
12,23,R5,SALVATIERRA,,30_3228_1_03,438_56_2264902,604,302,195,0,0,0,0,0
12,23,R5,SALVATIERRA,,30_3228_1_03,438_56_2265902,1076,538,219,225,14,211,2.6022,-87.5556
12,23,R5,SALVATIERRA,,30_3228_1_03,438_56_2266902,356,178,77,124,5,119,2.809,-91.9355
12,23,R5,SALVATIERRA,,30_3228_1_03,438_56_2267902,360,180,217,95,28,67,15.5556,-41.0526
12,23,R5,SALVATIERRA,,30_3228_1_03,438_56_2268902,744,372,398,106,21,85,5.6452,-60.3774
12,23,R5,SALVATIERRA,,30_3228_1_03,438_56_2269902,358,179,63,0,0,0,0,0
12,23,R5,SALVATIERRA,,30_3228_1_03,438_56_2270902,408,204,59,0,0,0,0,0
12,23,R5,SALVATIERRA,,30_3228_1_03,438_56_2271902,428,214,80,0,0,0,0,0
12,23,R5,SALVATIERRA,,30_3228_3_03,438_56_2272902,448,224,378,102,22,80,9.8214,-56.8627
12,23,R5,SALVATIERRA,,30_3228_3_03,438_56_2273902,554,277,342,110,13,97,4.6931,-76.3636
12,23,R5,SALVATIERRA,,30_3228_1_03,438_56_2274902,600,300,79,7,0,7,0,-100
12,23,R5,SALVATIERRA,,30_3228_1_03,438_56_2275902,564,282,229,70,12,58,4.2553,-65.7143
12,23,R5,SALVATIERRA,,30_3228_2_03,438_56_2276902,758,379,388,322,28,294,7.3879,-82.6087
12,23,R5,SALVATIERRA,,30_3228_2_03,438_56_2277902,306,153,97,179,14,165,9.1503,-84.3575
12,23,R5,SALVATIERRA,,30_3228_2_03,438_56_2278902,584,292,149,89,8,81,2.7397,-82.0225
12,23,R5,SALVATIERRA,,30_3228_2_03,438_56_2279902,444,222,77,93,7,86,3.1532,-84.9462
12,23,R5,SALVATIERRA,,30_3228_2_03,438_56_2280902,328,164,89,19,1,18,0.6098,-89.4737
12,23,R5,SALVATIERRA,,30_3228_2_03,438_56_2281902,142,71,43,66,7,59,9.8592,-78.7879
12,23,R5,SALVATIERRA,,30_3228_2_03,438_56_2282902,298,149,118,19,5,14,3.3557,-47.3684
12,23,R5,SALVATIERRA,,30_3228_2_03,438_56_2283902,334,167,144,52,10,42,5.988,-61.5385
12,23,R5,SALVATIERRA,,30_3228_2_03,438_56_2284902,370,185,175,173,35,138,18.9189,-59.5376
12,23,R5,SALVATIERRA,,30_3228_2_03,438_56_2285902,882,441,594,141,21,120,4.7619,-70.2128
12,23,R5,SALVATIERRA,,30_3228_2_03,438_56_2286902,234,117,108,201,16,185,13.6752,-84.0796
12,23,R5,SALVATIERRA,,30_3228_3_03,438_56_2287902,862,431,232,110,10,100,2.3202,-81.8182
12,23,R5,SALVATIERRA,,30_3228_8_03,438_56_2335902,384,192,76,0,0,0,0,0
12,23,R5,SALVATIERRA,,30_3228_8_03,438_56_2336902,272,136,35,0,0,0,0,0
12,23,R5,SALVATIERRA,,30_3228_7_03,438_56_2337902,368,184,174,140,19,121,10.3261,-72.8571
12,23,R5,SALVATIERRA,,30_3228_8_03,438_56_2338902,720,360,275,187,19,168,5.2778,-79.6791
12,23,R5,SALVATIERRA,,30_3228_8_03,438_56_2339902,442,221,138,262,53,209,23.9819,-59.542
12,23,R5,SALVATIERRA,,30_3228_7_03,438_56_2340902,450,225,161,24,2,22,0.8889,-83.3333
12,23,R5,SALVATIERRA,,30_3228_8_03,438_56_2341902,466,233,58,12,0,12,0,-100
12,23,R5,SALVATIERRA,,30_3228_8_03,438_56_2342902,368,184,111,243,30,213,16.3043,-75.3086
12,23,R5,SALVATIERRA,,30_3228_8_03,438_56_2343902,150,75,51,70,14,56,18.6667,-60
12,23,R5,SALVATIERRA,,30_3228_8_03,438_56_2344902,178,89,96,0,0,0,0,0
12,23,R5,SALVATIERRA,,30_3228_8_03,438_56_2345902,306,153,122,0,0,0,0,0
12,23,R5,SALVATIERRA,,30_3228_8_03,438_56_2346902,136,68,7,0,0,0,0,0
12,23,R5,SANTIAGO MARAVATÍO,,30_3236_1_03,438_56_2644902,352,176,84,5,1,4,0.5682,-60
12,23,R5,SANTIAGO MARAVATÍO,,30_3236_1_03,438_56_2645902,434,217,99,7,0,7,0,-100
12,23,R5,SANTIAGO MARAVATÍO,,30_3236_1_03,438_56_2646902,440,220,101,4,0,4,0,-100
12,23,R5,SANTIAGO MARAVATÍO,,30_3236_1_03,438_56_2647902,546,273,166,9,3,6,1.0989,-33.3333
12,23,R5,SANTIAGO MARAVATÍO,,30_3236_1_03,438_56_2648902,274,137,31,4,0,4,0,-100
12,23,R5,SANTIAGO MARAVATÍO,,30_3236_1_03,438_56_2649902,482,241,158,10,1,9,0.4149,-80
12,23,R5,SANTIAGO MARAVATÍO,,30_3236_1_03,438_56_2650902,220,110,128,1,0,1,0,-100
12,23,R5,SANTIAGO MARAVATÍO,,30_3236_1_03,438_56_2651902,148,74,86,4,2,2,2.7027,0
12,23,R5,SANTIAGO MARAVATÍO,,30_3236_1_03,438_56_2652902,304,152,62,3,0,3,0,-100
12,23,R5,SANTIAGO MARAVATÍO,,30_3236_1_03,438_56_2653902,308,154,24,2,0,2,0,-100
12,23,R5,URIANGATO,,30_3241_1_03,438_56_2790902,976,488,205,5,0,5,0,-100
12,23,R5,URIANGATO,,30_3241_1_03,438_56_2791902,1522,761,150,0,0,0,0,0
12,23,R5,URIANGATO,,30_3241_1_03,438_56_2792902,490,245,31,3,0,3,0,-100
12,23,R5,URIANGATO,,30_3241_1_03,438_56_2793902,732,366,69,4,0,4,0,-100
12,23,R5,URIANGATO,,30_3241_2_03,438_56_2794902,724,362,127,0,0,0,0,0
12,23,R5,URIANGATO,,30_3241_2_03,438_56_2795902,332,166,89,3,0,3,0,-100
12,23,R5,URIANGATO,,30_3241_2_03,438_56_2796902,334,167,36,0,0,0,0,0
12,23,R5,URIANGATO,,30_3241_2_03,438_56_2797902,340,170,63,2,1,1,0.5882,0
12,23,R5,URIANGATO,,30_3241_1_03,438_56_2798902,438,219,108,3,0,3,0,-100
12,23,R5,URIANGATO,,30_3241_2_03,438_56_2799902,530,265,64,0,0,0,0,0
12,23,R5,URIANGATO,,30_3241_2_03,438_56_2800902,408,204,24,0,0,0,0,0
12,23,R5,URIANGATO,,30_3241_2_03,438_56_2801902,386,193,39,2,0,2,0,-100
12,23,R5,URIANGATO,,30_3241_3_03,438_56_2802902,476,238,46,2,0,2,0,-100
12,23,R5,URIANGATO,,30_3241_2_03,438_56_2803902,420,210,28,0,0,0,0,0
12,23,R5,URIANGATO,,30_3241_2_03,438_56_2804902,570,285,55,2,0,2,0,-100
12,23,R5,URIANGATO,,30_3241_3_03,438_56_2805902,376,188,37,2,0,2,0,-100
12,23,R5,URIANGATO,,30_3241_3_03,438_56_2806902,392,196,44,1,0,1,0,-100
12,23,R5,URIANGATO,,30_3241_3_03,438_56_2807902,880,440,83,5,0,5,0,-100
12,23,R5,URIANGATO,,30_3241_3_03,438_56_2808902,478,239,53,5,0,5,0,-100
12,23,R5,URIANGATO,,30_3241_3_03,438_56_2809902,1210,605,121,22,0,22,0,-100
12,23,R5,URIANGATO,,30_3241_4_03,438_56_2810902,576,288,114,0,0,0,0,0
12,23,R5,URIANGATO,,30_3241_4_03,438_56_2811902,166,83,28,0,0,0,0,0
12,23,R5,URIANGATO,,30_3241_4_03,438_56_2812902,222,111,160,0,0,0,0,0
12,23,R5,URIANGATO,,30_3241_4_03,438_56_2813902,350,175,77,3,0,3,0,-100
12,23,R5,URIANGATO,,30_3241_4_03,438_56_2814902,254,127,21,0,0,0,0,0
12,23,R5,URIANGATO,,30_3241_4_03,438_56_2815902,126,63,35,1,0,1,0,-100
12,23,R5,YURIRIA,,30_3246_1_03,438_56_2949902,754,377,431,736,95,641,25.1989,-74.1848
12,23,R5,YURIRIA,,30_3246_3_03,438_56_2950902,340,170,128,488,53,435,31.1765,-78.2787
12,23,R5,YURIRIA,,30_3246_1_03,438_56_2951902,362,181,108,522,48,474,26.5193,-81.6092
12,23,R5,YURIRIA,,30_3246_1_03,438_56_2952902,342,171,137,320,19,301,11.1111,-88.125
12,23,R5,YURIRIA,,30_3246_1_03,438_56_2953902,222,111,83,249,22,227,19.8198,-82.3293
12,23,R5,YURIRIA,,30_3246_1_03,438_56_2954902,406,203,137,434,49,385,24.1379,-77.4194
